School Year,Division Number,Division Name,School Number,School Name,Total Count
2021-2022,29,Fairfax County ,20,Fairfax High,             280
2021-2022,29,Fairfax County ,1480,Fairfax Villa Elementary,             103
2021-2022,29,Fairfax County ,1630,Fairhill Elementary,              63
2021-2022,29,Fairfax County ,290,Fairview Elementary,              93
2021-2022,29,Fairfax County ,1100,Falls Church High,             332
2021-2022,29,Fairfax County ,730,Flint Hill Elementary,              94
2021-2022,29,Fairfax County ,740,Floris Elementary,              89
2021-2022,29,Fairfax County ,70,Forest Edge Elementary,              87
2021-2022,29,Fairfax County ,1450,Forestdale Elementary,             110
2021-2022,29,Fairfax County ,370,Forestville Elementary,              73
2021-2022,29,Fairfax County ,2224,Fort Belvoir Elementary,             128
2021-2022,29,Fairfax County ,2458,Fort Belvoir Upper Elementary,             121
2021-2022,29,Fairfax County ,1920,Fort Hunt Elementary,              77
2021-2022,29,Fairfax County ,390,Fox Mill Elementary,              85
2021-2022,29,Fairfax County ,320,Franconia Elementary,              76
2021-2022,29,Fairfax County ,440,Franklin Middle,             146
2021-2022,29,Fairfax County ,490,Freedom Hill Elementary,              95
2021-2022,29,Fairfax County ,1410,Frost Middle,             183
2021-2022,29,Fairfax County ,630,Garfield Elementary,              38
2021-2022,29,Fairfax County ,1170,Glasgow Middle,             279
2021-2022,29,Fairfax County ,970,Glen Forest Elementary,             135
2021-2022,29,Fairfax County ,530,Graham Road Elementary,              62
2021-2022,29,Fairfax County ,570,Great Falls Elementary,              75
2021-2022,29,Fairfax County ,1840,Greenbriar East Elementary,             149
2021-2022,29,Fairfax County ,1500,Greenbriar West Elementary,              74
2021-2022,29,Fairfax County ,330,Groveton Elementary,             107
2021-2022,29,Fairfax County ,690,Gunston Elementary,              62
2021-2022,29,Fairfax County ,2210,Halley Elementary,             116
2021-2022,29,Fairfax County ,750,Haycock Elementary,              88
2021-2022,29,Fairfax County ,1740,Hayfield Elementary,              95
2021-2022,29,Fairfax County ,1800,Hayfield Secondary,             435
2021-2022,29,Fairfax County ,1250,Herndon Elementary,             102
2021-2022,29,Fairfax County ,32,Herndon High,             369
2021-2022,29,Fairfax County ,33,Herndon Middle,             238
2021-2022,29,Fairfax County ,1330,Hollin Meadows Elementary,              68
2021-2022,29,Fairfax County ,1521,Holmes Middle,             183
2021-2022,29,Fairfax County ,350,Hughes Middle,             185
2021-2022,29,Fairfax County ,1880,Hunt Valley Elementary,             101
2021-2022,29,Fairfax County ,1950,Hunters Woods Elementary School for the Arts and Sciences,              80
2021-2022,29,Fairfax County ,1980,Hutchison Elementary,             127
2021-2022,29,Fairfax County ,1420,Hybla Valley Elementary,             113
2021-2022,29,Fairfax County ,1120,Irving Middle,             186
2021-2022,29,Fairfax County ,2235,Island Creek Elementary,             123
2021-2022,29,Fairfax County ,673,Jackson Middle,             176
2021-2022,29,Fairfax County ,1110,Johnson Middle,             164
2021-2022,29,Fairfax County ,1070,Justice High,             374
2021-2022,29,Fairfax County ,1240,Keene Mill Elementary,              80
2021-2022,29,Fairfax County ,980,Kent Gardens Elementary,              84
2021-2022,29,Fairfax County ,1901,Key Center,              60
2021-2022,29,Fairfax County ,1900,Key Middle,             146
2021-2022,29,Fairfax County ,1761,Kilmer Center,              60
2021-2022,29,Fairfax County ,1760,Kilmer Middle,             133
2021-2022,29,Fairfax County ,1890,Kings Glen Elementary,              78
2021-2022,29,Fairfax County ,1440,Kings Park Elementary,              86
2021-2022,29,Fairfax County ,1570,Lake Anne Elementary,              89
2021-2022,29,Fairfax County ,90,Lake Braddock Secondary,             638
2021-2022,29,Fairfax County ,2209,Lane Elementary,              97
2021-2022,29,Fairfax County ,1460,Langley High,             177
2021-2022,29,Fairfax County ,2348,Laurel Hill Elementary,              72
2021-2022,29,Fairfax County ,1970,Laurel Ridge Elementary,             145
2021-2022,29,Fairfax County ,1850,Lees Corner Elementary,              94
2021-2022,29,Fairfax County ,770,Lemon Road Elementary,              60
2021-2022,29,Fairfax County ,1020,Lewis High,             291
2021-2022,29,Fairfax County ,2233,Liberty Middle,             176
2021-2022,29,Fairfax County ,1400,Little Run Elementary,              78
2021-2022,29,Fairfax County ,1830,London Towne Elementary,             107
2021-2022,29,Fairfax County ,1150,Longfellow Middle,             146
2021-2022,29,Fairfax County ,2236,Lorton Station Elementary,              88
2021-2022,29,Fairfax County ,890,Lynbrook Elementary,              87
2021-2022,29,Fairfax County ,1060,Madison High,             296
2021-2022,29,Fairfax County ,1210,Mantua Elementary,             118
2021-2022,29,Fairfax County ,1290,Marshall High,             293
2021-2022,29,Fairfax County ,1200,Marshall Road Elementary,             107
2021-2022,29,Fairfax County ,2410,Mason Crest Elementary,             132
2021-2022,29,Fairfax County ,790,McLean High,             270
2021-2022,29,Fairfax County ,2231,McNair Elementary,              80
2021-2022,29,Fairfax County ,2200,McNair Upper Elementary,              46
2021-2022,29,Fairfax County ,1390,Mosaic Elementary,             125
2021-2022,29,Fairfax County ,510,Mount Eagle Elementary,              52
2021-2022,29,Fairfax County ,420,Mount Vernon High,             381
2021-2022,29,Fairfax County ,1640,Mount Vernon Woods Elementary,              99
2021-2022,29,Fairfax County ,2211,Mountain View High,              19
2021-2022,29,Fairfax County ,800,Navy Elementary,              80
2021-2022,29,Fairfax County ,470,Newington Forest Elementary,              86
2021-2022,29,Fairfax County ,930,North Springfield Elementary,             113
2021-2022,29,Fairfax County ,430,Oak Hill Elementary,             107
2021-2022,29,Fairfax County ,1860,Oak View Elementary,             111
2021-2022,29,Fairfax County ,140,Oakton Elementary,             101
2021-2022,29,Fairfax County ,1710,Oakton High,             290
2021-2022,29,Fairfax County ,1650,Olde Creek Elementary,             104
2021-2022,29,Fairfax County ,150,Orange Hunt Elementary,             129
2021-2022,29,Fairfax County ,1030,Parklawn Elementary,              77
2021-2022,29,Fairfax County ,2440,Pimmit Early Childhood Resource Center,              44
2021-2022,29,Fairfax County ,820,Pine Spring Elementary,              98
2021-2022,29,Fairfax County ,1130,Poe Middle,             173
2021-2022,29,Fairfax County ,2080,Poplar Tree Elementary,              96
2021-2022,29,Fairfax County ,2237,Powell Elementary,             107
2021-2022,29,Fairfax County ,2230,Providence Elementary,             112
2021-2022,29,Fairfax County ,1310,Ravensworth Elementary,              77
2021-2022,29,Fairfax County ,1820,Riverside Elementary,             117
2021-2022,29,Fairfax County ,1960,Robinson Secondary,             530
2021-2022,29,Fairfax County ,300,Rocky Run Middle,              79
2021-2022,29,Fairfax County ,1770,Rolling Valley Elementary,              87
2021-2022,29,Fairfax County ,950,Rose Hill Elementary,             143
2021-2022,29,Fairfax County ,1300,Sandburg Middle,             226
2021-2022,29,Fairfax County ,2030,Sangster Elementary,             106
2021-2022,29,Fairfax County ,2040,Saratoga Elementary,             106
2021-2022,29,Fairfax County ,80,Sherman Elementary,              47
2021-2022,29,Fairfax County ,1660,Shrevewood Elementary,              97
2021-2022,29,Fairfax County ,1680,Silverbrook Elementary,             109
2021-2022,29,Fairfax County ,710,Sleepy Hollow Elementary,              81
2021-2022,29,Fairfax County ,2241,South County High,             328
2021-2022,29,Fairfax County ,2420,South County Middle,             145
2021-2022,29,Fairfax County ,1990,South Lakes High,             481
2021-2022,29,Fairfax County ,1620,Spring Hill Elementary,              76
2021-2022,29,Fairfax County ,960,Springfield Estates Elementary,              61
2021-2022,29,Fairfax County ,1380,Stenwood Elementary,              90
2021-2022,29,Fairfax County ,2070,Stone Middle,             134
2021-2022,29,Fairfax County ,1350,Stratford Landing Elementary,             100
2021-2022,29,Fairfax County ,280,Sunrise Valley Elementary,              58
2021-2022,29,Fairfax County ,170,Terra Centre Elementary,             131
2021-2022,29,Fairfax County ,250,Terraset Elementary,             112
2021-2022,29,Fairfax County ,1371,Thomas Jefferson High for Science and Technology,              23
2021-2022,29,Fairfax County ,1140,Thoreau Middle,             168
2021-2022,29,Fairfax County ,830,Timber Lane Elementary,             104
2021-2022,29,Fairfax County ,1160,Twain Middle,             143
2021-2022,29,Fairfax County ,1540,Union Mill Elementary,             109
2021-2022,29,Fairfax County ,120,Vienna Elementary,              71
2021-2022,29,Fairfax County ,2252,Virginia Hills Early Childhood Resource Center,             278
2021-2022,29,Fairfax County ,2050,Virginia Run Elementary,              99
2021-2022,29,Fairfax County ,850,Wakefield Forest Elementary,              73
2021-2022,29,Fairfax County ,2100,Waples Mill Elementary,             147
2021-2022,29,Fairfax County ,1320,Washington Mill Elementary,             104
2021-2022,29,Fairfax County ,1080,Waynewood Elementary,              87
2021-2022,29,Fairfax County ,900,West Potomac High,             426
2021-2022,29,Fairfax County ,1430,West Springfield Elementary,             106
2021-2022,29,Fairfax County ,1610,West Springfield High,             379
2021-2022,29,Fairfax County ,1580,Westbriar Elementary,              70
2021-2022,29,Fairfax County ,2228,Westfield High,             410
2021-2022,29,Fairfax County ,1670,Westgate Elementary,              81
2021-2022,29,Fairfax County ,580,Westlawn Elementary,              98
2021-2022,29,Fairfax County ,520,Weyanoke Elementary,              70
2021-2022,29,Fairfax County ,400,White Oaks Elementary,             105
2021-2022,29,Fairfax County ,1550,Whitman Middle,             152
2021-2022,29,Fairfax County ,2060,Willow Springs Elementary,             109
2021-2022,29,Fairfax County ,1810,Wolftrap Elementary,              59
2021-2022,29,Fairfax County ,650,Woodburn Elementary,              69
2021-2022,29,Fairfax County ,380,Woodlawn Elementary,             107
2021-2022,29,Fairfax County ,590,Woodley Hills Elementary,              84
2021-2022,29,Fairfax County ,1260,Woodson High,             426
2021-2022,109,Falls Church City ,270,Jessie Thackrey  Preschool,              24
2021-2022,109,Falls Church City ,1060,Madison High,<
2021-2022,109,Falls Church City ,252,Mary Ellen Henderson Middle,              82
2021-2022,109,Falls Church City ,251,Meridian High,             116
2021-2022,109,Falls Church City ,240,Mount Daniel Elementary,              51
2021-2022,109,Falls Church City ,260,Oak Street Elementary,              65
2021-2022,30,Fauquier County ,854,Auburn Middle,              79
2021-2022,30,Fauquier County ,460,C. Hunter Ritchie Elementary,              83
2021-2022,30,Fauquier County ,730,C.M. Bradley Elementary,              58
2021-2022,30,Fauquier County ,520,Cedar Lee Middle,              86
2021-2022,30,Fauquier County ,120,Claude Thompson Elementary,              24
2021-2022,30,Fauquier County ,701,Fauquier High,             173
2021-2022,30,Fauquier County ,450,Grace Miller Elementary,              68
2021-2022,30,Fauquier County ,511,Greenville Elementary,              70
2021-2022,30,Fauquier County ,750,H.M. Pearson Elementary,              54
2021-2022,30,Fauquier County ,853,James G. Brumfield Elementary,              87
2021-2022,30,Fauquier County ,510,Kettle Run High,             149
2021-2022,30,Fauquier County ,851,Liberty High,             217
2021-2022,30,Fauquier County ,530,Margaret M. Pierce Elementary,              72
2021-2022,30,Fauquier County ,10,Marshall Middle,              66
2021-2022,30,Fauquier County ,20,Mary Walter Elementary,              49
2021-2022,30,Fauquier County ,720,P.B. Smith Elementary,              73
2021-2022,30,Fauquier County ,670,W.C. Taylor Middle,              63
2021-2022,30,Fauquier County ,740,W.G. Coleman Elementary,              50
2021-2022,30,Fauquier County ,660,Warrenton Middle,              52
2021-2022,31,Floyd County ,90,Check Elementary,              42
2021-2022,31,Floyd County ,660,Floyd County High,             111
2021-2022,31,Floyd County ,360,Floyd Elementary,             107
2021-2022,31,Floyd County ,650,Indian Valley Elementary,              21
2021-2022,31,Floyd County ,500,Willis Elementary,              14
2021-2022,32,Fluvanna County ,300,Carysbrook Elementary,              75
2021-2022,32,Fluvanna County ,310,Central Elementary,              55
2021-2022,32,Fluvanna County ,260,Fluvanna County High,             197
2021-2022,32,Fluvanna County ,320,Fluvanna Middle,              97
2021-2022,32,Fluvanna County ,330,West Central Primary,              59
2021-2022,135,Franklin City ,20,Franklin High,              48
2021-2022,135,Franklin City ,561,Joseph P. King Jr. Middle,              28
2021-2022,135,Franklin City ,10,S.P. Morton Elementary,              45
2021-2022,33,Franklin County ,31,Benjamin Franklin Middle,             265
2021-2022,33,Franklin County ,1370,Boones Mill Elementary,              38
2021-2022,33,Franklin County ,1320,Burnt Chimney Elementary,              64
2021-2022,33,Franklin County ,350,Callaway Elementary,              25
2021-2022,33,Franklin County ,20,Dudley Elementary,              30
2021-2022,33,Franklin County ,1360,Ferrum Elementary,              41
2021-2022,33,Franklin County ,1311,Franklin County High,             290
2021-2022,33,Franklin County ,690,Glade Hill Elementary,              33
2021-2022,33,Franklin County ,10,Henry Elementary,              35
2021-2022,33,Franklin County ,660,Lee M. Waid Elementary,              76
2021-2022,33,Franklin County ,1380,Rocky Mount Elementary,              72
2021-2022,33,Franklin County ,1170,Snow Creek Elementary,              33
2021-2022,33,Franklin County ,960,Sontag Elementary,              48
2021-2022,33,Franklin County ,980,Windy Gap Elementary,              41
2021-2022,34,Frederick County ,586,Admiral Richard E. Byrd Middle,             109
2021-2022,34,Frederick County ,10,Apple Pie Ridge Elementary,              76
2021-2022,34,Frederick County ,320,Armel Elementary,              83
2021-2022,34,Frederick County ,20,Bass-Hoover Elementary,              69
2021-2022,34,Frederick County ,587,Evendale Elementary,              74
2021-2022,34,Frederick County ,460,Frederick County Middle,             103
2021-2022,34,Frederick County ,380,Gainesboro Elementary,              71
2021-2022,34,Frederick County ,590,Greenwood Mill Elementary,              72
2021-2022,34,Frederick County ,40,Indian Hollow Elementary,              51
2021-2022,34,Frederick County ,30,James Wood High,             214
2021-2022,34,Frederick County ,420,James Wood Middle,             121
2021-2022,34,Frederick County ,591,Jordan Springs Elementary,              77
2021-2022,34,Frederick County ,340,Middletown Elementary,              75
2021-2022,34,Frederick County ,584,Millbrook High,             204
2021-2022,34,Frederick County ,583,Orchard View Elementary,              78
2021-2022,34,Frederick County ,582,Redbud Run Elementary,              72
2021-2022,34,Frederick County ,480,Robert E. Aylor Middle,             121
2021-2022,34,Frederick County ,581,Sherando High,             222
2021-2022,34,Frederick County ,410,Stonewall Elementary,              46
2021-2022,110,Fredericksburg City ,50,Hugh Mercer Elementary,              81
2021-2022,110,Fredericksburg City ,40,James Monroe High,             116
2021-2022,110,Fredericksburg City ,272,Lafayette Elementary,              79
2021-2022,110,Fredericksburg City ,30,Walker-Grant Early Childhood Center,              31
2021-2022,110,Fredericksburg City ,273,Walker-Grant Middle,             131
2021-2022,111,Galax City ,10,Galax Elementary,              89
2021-2022,111,Galax City ,31,Galax High,              50
2021-2022,111,Galax City ,32,Galax Middle,              45
2021-2022,35,Giles County ,10,Eastern Elementary/Middle ,              90
2021-2022,35,Giles County ,461,Giles High,              87
2021-2022,35,Giles County ,390,Macy Mcclaugherty Elementary/Middle,             106
2021-2022,35,Giles County ,400,Narrows Elementary/Middle ,             123
2021-2022,35,Giles County ,470,Narrows High,              82
2021-2022,36,Gloucester County ,250,Abingdon Elementary,              64
2021-2022,36,Gloucester County ,240,Achilles Elementary,              76
2021-2022,36,Gloucester County ,381,Bethel Elementary,              93
2021-2022,36,Gloucester County ,100,Botetourt Elementary,              84
2021-2022,36,Gloucester County ,260,Gloucester High,             209
2021-2022,36,Gloucester County ,802,Page Middle,              84
2021-2022,36,Gloucester County ,280,Peasley Middle,              79
2021-2022,36,Gloucester County ,270,Petsworth Elementary,              53
2021-2022,37,Goochland County ,120,Byrd Elementary,              41
2021-2022,37,Goochland County ,360,Goochland Elementary,              76
2021-2022,37,Goochland County ,220,Goochland High,              95
2021-2022,37,Goochland County ,340,Goochland Middle,              82
2021-2022,37,Goochland County ,260,Randolph Elementary,              48
2021-2022,38,Grayson County ,480,Fairview Elementary,              24
2021-2022,38,Grayson County ,911,Fries Elementary,              60
2021-2022,38,Grayson County ,421,Grayson County High,              69
2021-2022,38,Grayson County ,430,Grayson Highlands,              22
2021-2022,38,Grayson County ,422,Independence Elementary,              34
2021-2022,38,Grayson County ,11,Independence Middle,              48
2021-2022,39,Greene County ,20,Nathanael Greene Elementary,              38
2021-2022,39,Greene County ,10,Nathanael Greene Primary,              69
2021-2022,39,Greene County ,30,Ruckersville Elementary,              50
2021-2022,39,Greene County ,72,William Monroe High,             143
2021-2022,39,Greene County ,71,William Monroe Middle,              92
2021-2022,40,Greensville County ,260,Belfield Elementary,              22
2021-2022,40,Greensville County ,190,Edward W. Wyatt Middle,              76
2021-2022,40,Greensville County ,200,Greensville County High,              73
2021-2022,40,Greensville County ,50,Greensville Elementary,             109
2021-2022,41,Halifax County ,1560,Clays Mill Elementary,              38
2021-2022,41,Halifax County ,20,Cluster Springs Elementary,              80
2021-2022,41,Halifax County ,10,Halifax County High,             249
2021-2022,41,Halifax County ,1480,Halifax County Middle,             172
2021-2022,41,Halifax County ,1550,Meadville Elementary,              25
2021-2022,41,Halifax County ,1510,Scottsburg Elementary,              49
2021-2022,41,Halifax County ,1521,Sinai Elementary,              24
2021-2022,41,Halifax County ,30,South Boston Elementary,             110
2021-2022,41,Halifax County ,950,South Boston/Halifax Early Learning Center,              30
2021-2022,41,Halifax County ,1490,Sydnor Jennings Elementary,              33
2021-2022,112,Hampton City ,500,A.W.E. Bassette Elementary,              45
2021-2022,112,Hampton City ,160,Aberdeen Elementary,              66
2021-2022,112,Hampton City ,470,Albert W. Patrick III Elementary,              55
2021-2022,112,Hampton City ,260,Alfred S. Forrest Elementary,              32
2021-2022,112,Hampton City ,120,Armstrong Elementary,              29
2021-2022,112,Hampton City ,330,Barron Elementary,              49
2021-2022,112,Hampton City ,350,Benjamin Syms Middle,             173
2021-2022,112,Hampton City ,430,Bethel High,             262
2021-2022,112,Hampton City ,450,C. Alton Lindsay Middle,             128
2021-2022,112,Hampton City ,460,Captain John Smith Elementary,              54
2021-2022,112,Hampton City ,300,Cesar Tarrant Middle,             129
2021-2022,112,Hampton City ,420,Christopher C. Kraft Elementary ,              47
2021-2022,112,Hampton City ,30,Francis Asbury Elementary,              58
2021-2022,112,Hampton City ,70,Francis W. Jones Magnet Middle,              61
2021-2022,112,Hampton City ,650,George P. Phenix Elementary,             179
2021-2022,112,Hampton City ,280,Hampton High,             182
2021-2022,112,Hampton City ,640,Hunter B. Andrews,             114
2021-2022,112,Hampton City ,250,Jane H. Bryan Elementary,              48
2021-2022,112,Hampton City ,320,Kecoughtan High,             205
2021-2022,112,Hampton City ,490,Luther W. Machen Elementary ,              40
2021-2022,112,Hampton City ,440,Mary S. Peake Elementary,              46
2021-2022,112,Hampton City ,270,Mary T. Christian Elementary,              23
2021-2022,112,Hampton City ,360,Mary W. Jackson Elementary,              48
2021-2022,112,Hampton City ,210,Moton Early Childhood Center,              20
2021-2022,112,Hampton City ,410,Paul Burbank Elementary,              59
2021-2022,112,Hampton City ,370,Phillips Elementary,              46
2021-2022,112,Hampton City ,50,Phoebus High,             213
2021-2022,112,Hampton City ,180,Samuel P. Langley Elementary,              64
2021-2022,112,Hampton City ,380,Thomas Eaton Middle,              64
2021-2022,112,Hampton City ,80,William Mason Cooper Elementary,              34
2021-2022,42,Hanover County ,62,Atlee High,             190
2021-2022,42,Hanover County ,360,Battlefield Park Elementary,              75
2021-2022,42,Hanover County ,20,Beaverdam Elementary,              36
2021-2022,42,Hanover County ,440,Bell Creek Middle,             165
2021-2022,42,Hanover County ,61,Chickahominy Middle,             134
2021-2022,42,Hanover County ,70,Cold Harbor Elementary,              90
2021-2022,42,Hanover County ,551,Cool Spring Elementary,             115
2021-2022,42,Hanover County ,430,Elmont Elementary,              67
2021-2022,42,Hanover County ,554,Hanover High,             181
2021-2022,42,Hanover County ,150,Henry Clay Elementary,              47
2021-2022,42,Hanover County ,162,John M. Gandy Elementary,              52
2021-2022,42,Hanover County ,200,Kersey Creek Elementary,             103
2021-2022,42,Hanover County ,210,Laurel Meadow Elementary,              88
2021-2022,42,Hanover County ,450,Liberty Middle,             140
2021-2022,42,Hanover County ,420,Mechanicsville Elementary,             125
2021-2022,42,Hanover County ,370,Mechanicsville High,             196
2021-2022,42,Hanover County ,553,Oak Knoll Middle,             130
2021-2022,42,Hanover County ,400,Patrick Henry High,             185
2021-2022,42,Hanover County ,410,Pearson's Corner Elementary,              87
2021-2022,42,Hanover County ,552,Pole Green Elementary,              83
2021-2022,42,Hanover County ,30,Rural Point Elementary,             116
2021-2022,42,Hanover County ,40,South Anna Elementary,              61
2021-2022,42,Hanover County ,290,Washington-Henry Elementary ,              49
2021-2022,113,Harrisonburg City ,120,Bluestone Elementary,              59
2021-2022,113,Harrisonburg City ,12,Harrisonburg High,             159
2021-2022,113,Harrisonburg City ,50,Keister Elementary,              34
2021-2022,113,Harrisonburg City ,111,Skyline Middle,              85
2021-2022,113,Harrisonburg City ,110,Smithland Elementary,             112
2021-2022,113,Harrisonburg City ,60,Spotswood Elementary,              43
2021-2022,113,Harrisonburg City ,191,Stone Spring Elementary,              71
2021-2022,113,Harrisonburg City ,80,Thomas Harrison Middle,              77
2021-2022,113,Harrisonburg City ,30,Waterman Elementary,              55
2021-2022,43,Henrico County ,450,Anthony P. Mehfoud Elementary,              59
2021-2022,43,Henrico County ,320,Arthur Ashe Jr. Elementary ,              88
2021-2022,43,Henrico County ,500,Brookland Middle,             197
2021-2022,43,Henrico County ,120,Cashell Donahoe Elementary,              58
2021-2022,43,Henrico County ,590,Chamberlayne Elementary,              46
2021-2022,43,Henrico County ,530,Charles M. Johnson Elementary,              57
2021-2022,43,Henrico County ,93,Colonial Trail Elementary,              56
2021-2022,43,Henrico County ,400,Crestview Elementary,              62
2021-2022,43,Henrico County ,82,David A. Kaechele Elementary ,              62
2021-2022,43,Henrico County ,160,Deep Run High,             168
2021-2022,43,Henrico County ,410,Douglas S. Freeman High,             213
2021-2022,43,Henrico County ,700,Dumbarton Elementary,              53
2021-2022,43,Henrico County ,300,Echo Lake Elementary,              57
2021-2022,43,Henrico County ,680,Elizabeth Holladay Elementary,              69
2021-2022,43,Henrico County ,92,Elko Middle,             164
2021-2022,43,Henrico County ,200,Fair Oaks Elementary,              73
2021-2022,43,Henrico County ,510,Fairfield Middle,             181
2021-2022,43,Henrico County ,150,Gayton Elementary,              65
2021-2022,43,Henrico County ,470,George F. Baker Elementary,              58
2021-2022,43,Henrico County ,390,George H. Moody Middle,              72
2021-2022,43,Henrico County ,20,Glen Allen Elementary,              72
2021-2022,43,Henrico County ,96,Glen Allen High,             202
2021-2022,43,Henrico County ,380,Glen Lea Elementary,              55
2021-2022,43,Henrico County ,260,Greenwood Elementary ,              76
2021-2022,43,Henrico County ,420,Harold Macon Ratcliffe Elementary,              65
2021-2022,43,Henrico County ,94,Harvie Elementary,              90
2021-2022,43,Henrico County ,610,Henrico High,             237
2021-2022,43,Henrico County ,330,Henry D. Ward Elementary,              76
2021-2022,43,Henrico County ,670,Hermitage High,             272
2021-2022,43,Henrico County ,640,Highland Springs Elementary,              77
2021-2022,43,Henrico County ,190,Highland Springs High,             346
2021-2022,43,Henrico County ,95,Holman Middle ,              88
2021-2022,43,Henrico County ,100,Hungary Creek Middle ,             127
2021-2022,43,Henrico County ,620,Jackson Davis Elementary,              72
2021-2022,43,Henrico County ,660,Jacob L. Adams Elementary,              60
2021-2022,43,Henrico County ,600,John Randolph Tucker High,             232
2021-2022,43,Henrico County ,130,John Rolfe Middle,             194
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,             111
2021-2022,43,Henrico County ,430,Laburnum Elementary,              59
2021-2022,43,Henrico County ,370,Lakeside Elementary,              63
2021-2022,43,Henrico County ,50,Longdale Elementary,              97
2021-2022,43,Henrico County ,490,Maude Trevvett Elementary,              47
2021-2022,43,Henrico County ,540,Maybeury Elementary,              70
2021-2022,43,Henrico County ,140,Mills E. Godwin High,             200
2021-2022,43,Henrico County ,210,Montrose Elementary,              45
2021-2022,43,Henrico County ,270,Nuckols Farm Elementary,              65
2021-2022,43,Henrico County ,440,Pemberton Elementary,              64
2021-2022,43,Henrico County ,570,Pinchbeck Elementary,              53
2021-2022,43,Henrico County ,280,Pocahontas Middle,              73
2021-2022,43,Henrico County ,690,Quioccasin Middle,             164
2021-2022,43,Henrico County ,630,R.C. Longan Elementary,              71
2021-2022,43,Henrico County ,90,Ridge Elementary,              34
2021-2022,43,Henrico County ,240,Rivers Edge Elementary,              40
2021-2022,43,Henrico County ,650,Ruby F. Carver Elementary,              74
2021-2022,43,Henrico County ,220,Sandston Elementary,              34
2021-2022,43,Henrico County ,550,Seven Pines Elementary,              54
2021-2022,43,Henrico County ,710,Shady Grove Elementary,              75
2021-2022,43,Henrico County ,60,Short Pump Elementary,              46
2021-2022,43,Henrico County ,80,Short Pump Middle,             100
2021-2022,43,Henrico County ,480,Skipwith Elementary,              59
2021-2022,43,Henrico County ,230,Springfield Park Elementary,              76
2021-2022,43,Henrico County ,10,Three Chopt Elementary,              47
2021-2022,43,Henrico County ,360,Tuckahoe Elementary,              89
2021-2022,43,Henrico County ,520,Tuckahoe Middle,             108
2021-2022,43,Henrico County ,310,Twin Hickory Elementary,              53
2021-2022,43,Henrico County ,290,Varina Elementary,              34
2021-2022,43,Henrico County ,580,Varina High,             326
2021-2022,44,Henry County ,361,Axton Elementary,              48
2021-2022,44,Henry County ,10,Bassett High,             180
2021-2022,44,Henry County ,590,Campbell Court Elementary,              43
2021-2022,44,Henry County ,530,Drewry Mason Elementary,              59
2021-2022,44,Henry County ,620,Fieldale-Collinsville Middle ,             143
2021-2022,44,Henry County ,480,G.W. Carver Elementary ,              76
2021-2022,44,Henry County ,670,Laurel Park Middle ,             123
2021-2022,44,Henry County ,20,Magna Vista High,             148
2021-2022,44,Henry County ,661,Meadow View Elementary,             112
2021-2022,44,Henry County ,872,Mount Olivet Elementary ,              36
2021-2022,44,Henry County ,740,Rich Acres Elementary,              46
2021-2022,44,Henry County ,220,Sanville Elementary,              42
2021-2022,44,Henry County ,760,Stanleytown Elementary,              57
2021-2022,45,Highland County ,110,Highland Elementary,              19
2021-2022,45,Highland County ,220,Highland High,              10
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,             172
2021-2022,114,Hopewell City ,40,Dupont Elementary,             128
2021-2022,114,Hopewell City ,140,Harry E. James Elementary,             117
2021-2022,114,Hopewell City ,120,Hopewell High,             194
2021-2022,114,Hopewell City ,70,Patrick Copeland Elementary,             111
2021-2022,114,Hopewell City ,151,Woodlawn Pre-School Learning Center,              48
2021-2022,46,Isle of Wight County ,421,Carrollton Elementary,              86
2021-2022,46,Isle of Wight County ,280,Carrsville Elementary,              30
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,              71
2021-2022,46,Isle of Wight County ,320,Hardy Elementary,              54
2021-2022,46,Isle of Wight County ,40,Smithfield High,             174
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,              85
2021-2022,46,Isle of Wight County ,424,Westside Elementary,             119
2021-2022,46,Isle of Wight County ,240,Windsor Elementary,             100
2021-2022,46,Isle of Wight County ,250,Windsor High,              69
2021-2022,48,King George County ,100,King George Elementary,             161
2021-2022,48,King George County ,120,King George High,             184
2021-2022,48,King George County ,10,King George Middle,             141
2021-2022,48,King George County ,50,Potomac Elementary,              87
2021-2022,48,King George County ,221,Sealston Elementary ,              86
2021-2022,50,King William County ,180,Acquinton Elementary,              50
2021-2022,50,King William County ,190,Cool Spring Primary,              69
2021-2022,50,King William County ,160,Hamilton Holmes Middle,              69
2021-2022,50,King William County ,130,King William High,              95
2021-2022,49,King and Queen County ,280,Central High,              52
2021-2022,49,King and Queen County ,200,King & Queen Elementary,              44
2021-2022,49,King and Queen County ,290,Lawson-Marriott Elementary,              51
2021-2022,51,Lancaster County ,10,Lancaster High,              61
2021-2022,51,Lancaster County ,110,Lancaster Middle,              50
2021-2022,51,Lancaster County ,210,Lancaster Primary,              49
2021-2022,52,Lee County ,160,Dryden Elementary,              52
2021-2022,52,Lee County ,330,Elk Knob Elementary,              50
2021-2022,52,Lee County ,820,Elydale Middle,              26
2021-2022,52,Lee County ,630,Flatwoods Elementary,              52
2021-2022,52,Lee County ,470,Jonesville Middle,              42
