School Year,Division Name,fips_code,School Number,School Name,Total Count
2022-2023,Fairfax County,51059,970,Glen Forest Elementary,148
2022-2023,Fairfax County,51059,530,Graham Road Elementary,67
2022-2023,Fairfax County,51059,570,Great Falls Elementary,76
2022-2023,Fairfax County,51059,1840,Greenbriar East Elementary,151
2022-2023,Fairfax County,51059,1500,Greenbriar West Elementary,82
2022-2023,Fairfax County,51059,330,Groveton Elementary,109
2022-2023,Fairfax County,51059,690,Gunston Elementary,76
2022-2023,Fairfax County,51059,2210,Halley Elementary,124
2022-2023,Fairfax County,51059,750,Haycock Elementary,89
2022-2023,Fairfax County,51059,1740,Hayfield Elementary,101
2022-2023,Fairfax County,51059,1800,Hayfield Secondary,460
2022-2023,Fairfax County,51059,1250,Herndon Elementary,99
2022-2023,Fairfax County,51059,32,Herndon High,386
2022-2023,Fairfax County,51059,33,Herndon Middle,217
2022-2023,Fairfax County,51059,1330,Hollin Meadows Elementary,69
2022-2023,Fairfax County,51059,1521,Holmes Middle,179
2022-2023,Fairfax County,51059,350,Hughes Middle,182
2022-2023,Fairfax County,51059,1880,Hunt Valley Elementary,119
2022-2023,Fairfax County,51059,1950,Hunters Woods Elementary School for the Arts and Sciences,87
2022-2023,Fairfax County,51059,1980,Hutchison Elementary,141
2022-2023,Fairfax County,51059,1420,Hybla Valley Elementary,108
2022-2023,Fairfax County,51059,1120,Irving Middle,175
2022-2023,Fairfax County,51059,2235,Island Creek Elementary,110
2022-2023,Fairfax County,51059,673,Jackson Middle,166
2022-2023,Fairfax County,51059,1110,Johnson Middle,157
2022-2023,Fairfax County,51059,1070,Justice High,372
2022-2023,Fairfax County,51059,1240,Keene Mill Elementary,97
2022-2023,Fairfax County,51059,980,Kent Gardens Elementary,91
2022-2023,Fairfax County,51059,1901,Key Center,56
2022-2023,Fairfax County,51059,1900,Key Middle,124
2022-2023,Fairfax County,51059,1761,Kilmer Center,55
2022-2023,Fairfax County,51059,1760,Kilmer Middle,132
2022-2023,Fairfax County,51059,1890,Kings Glen Elementary,81
2022-2023,Fairfax County,51059,1440,Kings Park Elementary,114
2022-2023,Fairfax County,51059,1570,Lake Anne Elementary,97
2022-2023,Fairfax County,51059,90,Lake Braddock Secondary,643
2022-2023,Fairfax County,51059,2209,Lane Elementary,115
2022-2023,Fairfax County,51059,1460,Langley High,183
2022-2023,Fairfax County,51059,2348,Laurel Hill Elementary,88
2022-2023,Fairfax County,51059,1970,Laurel Ridge Elementary,155
2022-2023,Fairfax County,51059,1850,Lees Corner Elementary,90
2022-2023,Fairfax County,51059,770,Lemon Road Elementary,67
2022-2023,Fairfax County,51059,1020,Lewis High,267
2022-2023,Fairfax County,51059,2233,Liberty Middle,161
2022-2023,Fairfax County,51059,1400,Little Run Elementary,94
2022-2023,Fairfax County,51059,1830,London Towne Elementary,123
2022-2023,Fairfax County,51059,1150,Longfellow Middle,127
2022-2023,Fairfax County,51059,2236,Lorton Station Elementary,89
2022-2023,Fairfax County,51059,890,Lynbrook Elementary,101
2022-2023,Fairfax County,51059,1060,Madison High,302
2022-2023,Fairfax County,51059,1210,Mantua Elementary,130
2022-2023,Fairfax County,51059,1290,Marshall High,283
2022-2023,Fairfax County,51059,1200,Marshall Road Elementary,141
2022-2023,Fairfax County,51059,2410,Mason Crest Elementary,154
2022-2023,Fairfax County,51059,790,McLean High,272
2022-2023,Fairfax County,51059,2231,McNair Elementary,87
2022-2023,Fairfax County,51059,2200,McNair Upper Elementary,55
2022-2023,Fairfax County,51059,1390,Mosaic Elementary,131
2022-2023,Fairfax County,51059,510,Mount Eagle Elementary,57
2022-2023,Fairfax County,51059,420,Mount Vernon High,357
2022-2023,Fairfax County,51059,1640,Mount Vernon Woods Elementary,101
2022-2023,Fairfax County,51059,2211,Mountain View High,22
2022-2023,Fairfax County,51059,800,Navy Elementary,78
2022-2023,Fairfax County,51059,470,Newington Forest Elementary,103
2022-2023,Fairfax County,51059,930,North Springfield Elementary,144
2022-2023,Fairfax County,51059,430,Oak Hill Elementary,113
2022-2023,Fairfax County,51059,1860,Oak View Elementary,107
2022-2023,Fairfax County,51059,140,Oakton Elementary,112
2022-2023,Fairfax County,51059,1710,Oakton High,313
2022-2023,Fairfax County,51059,1650,Olde Creek Elementary,101
2022-2023,Fairfax County,51059,150,Orange Hunt Elementary,114
2022-2023,Fairfax County,51059,1030,Parklawn Elementary,91
2022-2023,Fairfax County,51059,2440,Pimmit Early Childhood Resource Center,64
2022-2023,Fairfax County,51059,820,Pine Spring Elementary,95
2022-2023,Fairfax County,51059,1130,Poe Middle,173
2022-2023,Fairfax County,51059,2080,Poplar Tree Elementary,107
2022-2023,Fairfax County,51059,2237,Powell Elementary,109
2022-2023,Fairfax County,51059,2230,Providence Elementary,114
2022-2023,Fairfax County,51059,1310,Ravensworth Elementary,93
2022-2023,Fairfax County,51059,1820,Riverside Elementary,123
2022-2023,Fairfax County,51059,1960,Robinson Secondary,525
2022-2023,Fairfax County,51059,300,Rocky Run Middle,96
2022-2023,Fairfax County,51059,1770,Rolling Valley Elementary,103
2022-2023,Fairfax County,51059,950,Rose Hill Elementary,167
2022-2023,Fairfax County,51059,1300,Sandburg Middle,219
2022-2023,Fairfax County,51059,2030,Sangster Elementary,95
2022-2023,Fairfax County,51059,2040,Saratoga Elementary,116
2022-2023,Fairfax County,51059,80,Sherman Elementary,49
2022-2023,Fairfax County,51059,1660,Shrevewood Elementary,107
2022-2023,Fairfax County,51059,1680,Silverbrook Elementary,117
2022-2023,Fairfax County,51059,710,Sleepy Hollow Elementary,86
2022-2023,Fairfax County,51059,2241,South County High,302
2022-2023,Fairfax County,51059,2420,South County Middle,129
2022-2023,Fairfax County,51059,1990,South Lakes High,453
2022-2023,Fairfax County,51059,1620,Spring Hill Elementary,82
2022-2023,Fairfax County,51059,960,Springfield Estates Elementary,70
2022-2023,Fairfax County,51059,1380,Stenwood Elementary,100
2022-2023,Fairfax County,51059,2070,Stone Middle,126
2022-2023,Fairfax County,51059,1350,Stratford Landing Elementary,104
2022-2023,Fairfax County,51059,280,Sunrise Valley Elementary,83
2022-2023,Fairfax County,51059,170,Terra Centre Elementary,138
2022-2023,Fairfax County,51059,250,Terraset Elementary,108
2022-2023,Fairfax County,51059,1371,Thomas Jefferson High for Science and Technology,21
2022-2023,Fairfax County,51059,1140,Thoreau Middle,187
2022-2023,Fairfax County,51059,830,Timber Lane Elementary,116
2022-2023,Fairfax County,51059,1160,Twain Middle,154
2022-2023,Fairfax County,51059,1540,Union Mill Elementary,132
2022-2023,Fairfax County,51059,120,Vienna Elementary,76
2022-2023,Fairfax County,51059,2252,Virginia Hills Early Childhood Resource Center,268
2022-2023,Fairfax County,51059,2050,Virginia Run Elementary,99
2022-2023,Fairfax County,51059,850,Wakefield Forest Elementary,84
2022-2023,Fairfax County,51059,2100,Waples Mill Elementary,155
2022-2023,Fairfax County,51059,1320,Washington Mill Elementary,103
2022-2023,Fairfax County,51059,1080,Waynewood Elementary,85
2022-2023,Fairfax County,51059,900,West Potomac High,448
2022-2023,Fairfax County,51059,1430,West Springfield Elementary,111
2022-2023,Fairfax County,51059,1610,West Springfield High,370
2022-2023,Fairfax County,51059,1580,Westbriar Elementary,64
2022-2023,Fairfax County,51059,2228,Westfield High,416
2022-2023,Fairfax County,51059,1670,Westgate Elementary,98
2022-2023,Fairfax County,51059,580,Westlawn Elementary,108
2022-2023,Fairfax County,51059,520,Weyanoke Elementary,75
2022-2023,Fairfax County,51059,400,White Oaks Elementary,125
2022-2023,Fairfax County,51059,1550,Whitman Middle,161
2022-2023,Fairfax County,51059,2060,Willow Springs Elementary,121
2022-2023,Fairfax County,51059,1810,Wolftrap Elementary,56
2022-2023,Fairfax County,51059,650,Woodburn Elementary,74
2022-2023,Fairfax County,51059,380,Woodlawn Elementary,107
2022-2023,Fairfax County,51059,590,Woodley Hills Elementary,85
2022-2023,Fairfax County,51059,1260,Woodson High,403
2022-2023,Falls Church City,51610,270,Jessie Thackrey  Preschool,33
2022-2023,Falls Church City,51610,1060,Madison High,<
2022-2023,Falls Church City,51610,252,Mary Ellen Henderson Middle,66
2022-2023,Falls Church City,51610,251,Meridian High,116
2022-2023,Falls Church City,51610,240,Mount Daniel Elementary,55
2022-2023,Falls Church City,51610,260,Oak Street Elementary,85
2022-2023,Fauquier County,51061,854,Auburn Middle,74
2022-2023,Fauquier County,51061,460,C. Hunter Ritchie Elementary,102
2022-2023,Fauquier County,51061,730,C.M. Bradley Elementary,85
2022-2023,Fauquier County,51061,520,Cedar Lee Middle,89
2022-2023,Fauquier County,51061,120,Claude Thompson Elementary,31
2022-2023,Fauquier County,51061,701,Fauquier High,173
2022-2023,Fauquier County,51061,450,Grace Miller Elementary,64
2022-2023,Fauquier County,51061,511,Greenville Elementary,73
2022-2023,Fauquier County,51061,750,H.M. Pearson Elementary,55
2022-2023,Fauquier County,51061,853,James G. Brumfield Elementary,90
2022-2023,Fauquier County,51061,510,Kettle Run High,160
2022-2023,Fauquier County,51061,851,Liberty High,230
2022-2023,Fauquier County,51061,530,Margaret M. Pierce Elementary,82
2022-2023,Fauquier County,51061,10,Marshall Middle,70
2022-2023,Fauquier County,51061,20,Mary Walter Elementary,57
2022-2023,Fauquier County,51061,720,P.B. Smith Elementary,76
2022-2023,Fauquier County,51061,670,W.C. Taylor Middle,76
2022-2023,Fauquier County,51061,740,W.G. Coleman Elementary,53
2022-2023,Fauquier County,51061,660,Warrenton Middle,51
2022-2023,Floyd County,51063,90,Check Elementary,38
2022-2023,Floyd County,51063,660,Floyd County High,102
2022-2023,Floyd County,51063,360,Floyd Elementary,110
2022-2023,Floyd County,51063,650,Indian Valley Elementary,16
2022-2023,Floyd County,51063,500,Willis Elementary,21
2022-2023,Fluvanna County,51065,300,Carysbrook Elementary,62
2022-2023,Fluvanna County,51065,310,Central Elementary,101
2022-2023,Fluvanna County,51065,260,Fluvanna County High,210
2022-2023,Fluvanna County,51065,320,Fluvanna Middle,120
2022-2023,Franklin City,51620,20,Franklin High,55
2022-2023,Franklin City,51620,561,Joseph P. King Jr. Middle,21
2022-2023,Franklin City,51620,10,S.P. Morton Elementary,45
2022-2023,Franklin County,51067,31,Benjamin Franklin Middle,203
2022-2023,Franklin County,51067,1370,Boones Mill Elementary,37
2022-2023,Franklin County,51067,1320,Burnt Chimney Elementary,75
2022-2023,Franklin County,51067,350,Callaway Elementary,36
2022-2023,Franklin County,51067,20,Dudley Elementary,28
2022-2023,Franklin County,51067,1360,Ferrum Elementary,39
2022-2023,Franklin County,51067,1311,Franklin County High,307
2022-2023,Franklin County,51067,690,Glade Hill Elementary,33
2022-2023,Franklin County,51067,10,Henry Elementary,34
2022-2023,Franklin County,51067,660,Lee M. Waid Elementary,75
2022-2023,Franklin County,51067,1380,Rocky Mount Elementary,80
2022-2023,Franklin County,51067,1170,Snow Creek Elementary,35
2022-2023,Franklin County,51067,960,Sontag Elementary,47
2022-2023,Franklin County,51067,980,Windy Gap Elementary,39
2022-2023,Frederick County,51069,586,Admiral Richard E. Byrd Middle,121
2022-2023,Frederick County,51069,10,Apple Pie Ridge Elementary,68
2022-2023,Frederick County,51069,320,Armel Elementary,70
2022-2023,Frederick County,51069,20,Bass-Hoover Elementary,79
2022-2023,Frederick County,51069,587,Evendale Elementary,75
2022-2023,Frederick County,51069,460,Frederick County Middle,104
2022-2023,Frederick County,51069,380,Gainesboro Elementary,81
2022-2023,Frederick County,51069,590,Greenwood Mill Elementary,75
2022-2023,Frederick County,51069,40,Indian Hollow Elementary,60
2022-2023,Frederick County,51069,30,James Wood High,197
2022-2023,Frederick County,51069,420,James Wood Middle,114
2022-2023,Frederick County,51069,591,Jordan Springs Elementary,74
2022-2023,Frederick County,51069,340,Middletown Elementary,84
2022-2023,Frederick County,51069,584,Millbrook High,193
2022-2023,Frederick County,51069,583,Orchard View Elementary,81
2022-2023,Frederick County,51069,582,Redbud Run Elementary,75
2022-2023,Frederick County,51069,480,Robert E. Aylor Middle,103
2022-2023,Frederick County,51069,581,Sherando High,224
2022-2023,Frederick County,51069,410,Stonewall Elementary,46
2022-2023,Fredericksburg City,51630,50,Hugh Mercer Elementary,93
2022-2023,Fredericksburg City,51630,40,James Monroe High,120
2022-2023,Fredericksburg City,51630,272,Lafayette Elementary,103
2022-2023,Fredericksburg City,51630,321,Princess Anne High,<
2022-2023,Fredericksburg City,51630,30,Walker-Grant Early Childhood Center,27
2022-2023,Fredericksburg City,51630,273,Walker-Grant Middle,112
2022-2023,Galax City,51640,10,Galax Elementary,120
2022-2023,Galax City,51640,31,Galax High,50
2022-2023,Galax City,51640,32,Galax Middle,45
2022-2023,Giles County,51071,10,Eastern Elementary/Middle,70
2022-2023,Giles County,51071,461,Giles High,66
2022-2023,Giles County,51071,390,Macy Mcclaugherty Elementary/Middle,120
2022-2023,Giles County,51071,400,Narrows Elementary/Middle,134
2022-2023,Giles County,51071,470,Narrows High,63
2022-2023,Gloucester County,51073,250,Abingdon Elementary,82
2022-2023,Gloucester County,51073,240,Achilles Elementary,66
2022-2023,Gloucester County,51073,381,Bethel Elementary,107
2022-2023,Gloucester County,51073,100,Botetourt Elementary,92
2022-2023,Gloucester County,51073,260,Gloucester High,205
2022-2023,Gloucester County,51073,802,Page Middle,77
2022-2023,Gloucester County,51073,280,Peasley Middle,96
2022-2023,Gloucester County,51073,270,Petsworth Elementary,67
2022-2023,Goochland County,51075,120,Byrd Elementary,49
2022-2023,Goochland County,51075,360,Goochland Elementary,64
2022-2023,Goochland County,51075,220,Goochland High,103
2022-2023,Goochland County,51075,340,Goochland Middle,79
2022-2023,Goochland County,51075,260,Randolph Elementary,61
2022-2023,Grayson County,51077,480,Fairview Elementary,21
2022-2023,Grayson County,51077,911,Fries Elementary,59
2022-2023,Grayson County,51077,421,Grayson County High,73
2022-2023,Grayson County,51077,430,Grayson Highlands,21
2022-2023,Grayson County,51077,422,Independence Elementary,46
2022-2023,Grayson County,51077,11,Independence Middle,56
2022-2023,Greene County,51079,20,Nathanael Greene Elementary,39
2022-2023,Greene County,51079,10,Nathanael Greene Primary,69
2022-2023,Greene County,51079,30,Ruckersville Elementary,54
2022-2023,Greene County,51079,72,William Monroe High,137
2022-2023,Greene County,51079,71,William Monroe Middle,86
2022-2023,Greensville County,51081,260,Belfield Elementary,25
2022-2023,Greensville County,51081,190,Edward W. Wyatt Middle,68
2022-2023,Greensville County,51081,200,Greensville County High,84
2022-2023,Greensville County,51081,50,Greensville Elementary,129
2022-2023,Halifax County,51083,1560,Clays Mill Elementary,44
2022-2023,Halifax County,51083,20,Cluster Springs Elementary,78
2022-2023,Halifax County,51083,10,Halifax County High,248
2022-2023,Halifax County,51083,1480,Halifax County Middle,147
2022-2023,Halifax County,51083,1550,Meadville Elementary,25
2022-2023,Halifax County,51083,1510,Scottsburg Elementary,39
2022-2023,Halifax County,51083,1521,Sinai Elementary,28
2022-2023,Halifax County,51083,30,South Boston Elementary,105
2022-2023,Halifax County,51083,950,South Boston/Halifax Early Learning Center,37
2022-2023,Halifax County,51083,1490,Sydnor Jennings Elementary,33
2022-2023,Hampton City,51650,500,A.W.E. Bassette Elementary,51
2022-2023,Hampton City,51650,160,Aberdeen Elementary,35
2022-2023,Hampton City,51650,470,Albert W. Patrick III Elementary,74
2022-2023,Hampton City,51650,260,Alfred S. Forrest Elementary,46
2022-2023,Hampton City,51650,120,Armstrong Elementary,46
2022-2023,Hampton City,51650,330,Barron Elementary,59
2022-2023,Hampton City,51650,350,Benjamin Syms Middle,162
2022-2023,Hampton City,51650,430,Bethel High,257
2022-2023,Hampton City,51650,450,C. Alton Lindsay Middle,97
2022-2023,Hampton City,51650,460,Captain John Smith Elementary,67
2022-2023,Hampton City,51650,300,Cesar Tarrant Middle,106
2022-2023,Hampton City,51650,420,Christopher C. Kraft Elementary,57
2022-2023,Hampton City,51650,30,Francis Asbury Elementary,56
2022-2023,Hampton City,51650,70,Francis W. Jones Magnet Middle,61
2022-2023,Hampton City,51650,650,George P. Phenix Elementary,205
2022-2023,Hampton City,51650,280,Hampton High,197
2022-2023,Hampton City,51650,640,Hunter B. Andrews,107
2022-2023,Hampton City,51650,250,Jane H. Bryan Elementary,40
2022-2023,Hampton City,51650,320,Kecoughtan High,206
2022-2023,Hampton City,51650,490,Luther W. Machen Elementary,53
2022-2023,Hampton City,51650,440,Mary S. Peake Elementary,34
2022-2023,Hampton City,51650,270,Mary T. Christian Elementary,33
2022-2023,Hampton City,51650,360,Mary W. Jackson Elementary,46
2022-2023,Hampton City,51650,210,Moton Early Childhood Center,43
2022-2023,Hampton City,51650,410,Paul Burbank Elementary,68
2022-2023,Hampton City,51650,370,Phillips Elementary,61
2022-2023,Hampton City,51650,50,Phoebus High,237
2022-2023,Hampton City,51650,180,Samuel P. Langley Elementary,71
2022-2023,Hampton City,51650,380,Thomas Eaton Middle,68
2022-2023,Hampton City,51650,80,William Mason Cooper Elementary,40
2022-2023,Hanover County,51085,62,Atlee High,195
2022-2023,Hanover County,51085,360,Battlefield Park Elementary,78
2022-2023,Hanover County,51085,20,Beaverdam Elementary,46
2022-2023,Hanover County,51085,440,Bell Creek Middle,155
2022-2023,Hanover County,51085,61,Chickahominy Middle,135
2022-2023,Hanover County,51085,70,Cold Harbor Elementary,104
2022-2023,Hanover County,51085,551,Cool Spring Elementary,131
2022-2023,Hanover County,51085,430,Elmont Elementary,79
2022-2023,Hanover County,51085,554,Hanover High,169
2022-2023,Hanover County,51085,150,Henry Clay Elementary,48
2022-2023,Hanover County,51085,162,John M. Gandy Elementary,54
2022-2023,Hanover County,51085,200,Kersey Creek Elementary,99
2022-2023,Hanover County,51085,210,Laurel Meadow Elementary,84
2022-2023,Hanover County,51085,450,Liberty Middle,128
2022-2023,Hanover County,51085,420,Mechanicsville Elementary,136
2022-2023,Hanover County,51085,370,Mechanicsville High,203
2022-2023,Hanover County,51085,553,Oak Knoll Middle,144
2022-2023,Hanover County,51085,400,Patrick Henry High,183
2022-2023,Hanover County,51085,410,Pearson's Corner Elementary,77
2022-2023,Hanover County,51085,552,Pole Green Elementary,88
2022-2023,Hanover County,51085,30,Rural Point Elementary,115
2022-2023,Hanover County,51085,40,South Anna Elementary,55
2022-2023,Hanover County,51085,290,Washington-Henry Elementary,65
2022-2023,Harrisonburg City,51660,120,Bluestone Elementary,62
2022-2023,Harrisonburg City,51660,12,Harrisonburg High,159
2022-2023,Harrisonburg City,51660,50,Keister Elementary,58
2022-2023,Harrisonburg City,51660,111,Skyline Middle,70
2022-2023,Harrisonburg City,51660,110,Smithland Elementary,82
2022-2023,Harrisonburg City,51660,60,Spotswood Elementary,41
2022-2023,Harrisonburg City,51660,191,Stone Spring Elementary,83
2022-2023,Harrisonburg City,51660,80,Thomas Harrison Middle,64
2022-2023,Harrisonburg City,51660,30,Waterman Elementary,65
2022-2023,Henrico County,51087,450,Anthony P. Mehfoud Elementary,59
2022-2023,Henrico County,51087,320,Arthur Ashe Jr. Elementary,78
2022-2023,Henrico County,51087,500,Brookland Middle,182
2022-2023,Henrico County,51087,120,Cashell Donahoe Elementary,79
2022-2023,Henrico County,51087,590,Chamberlayne Elementary,61
2022-2023,Henrico County,51087,530,Charles M. Johnson Elementary,46
2022-2023,Henrico County,51087,93,Colonial Trail Elementary,49
2022-2023,Henrico County,51087,400,Crestview Elementary,61
2022-2023,Henrico County,51087,82,David A. Kaechele Elementary,59
2022-2023,Henrico County,51087,160,Deep Run High,159
2022-2023,Henrico County,51087,410,Douglas S. Freeman High,221
2022-2023,Henrico County,51087,700,Dumbarton Elementary,43
2022-2023,Henrico County,51087,300,Echo Lake Elementary,63
2022-2023,Henrico County,51087,680,Elizabeth Holladay Elementary,72
2022-2023,Henrico County,51087,92,Elko Middle,145
2022-2023,Henrico County,51087,200,Fair Oaks Elementary,87
2022-2023,Henrico County,51087,510,Fairfield Middle,170
2022-2023,Henrico County,51087,150,Gayton Elementary,74
2022-2023,Henrico County,51087,470,George F. Baker Elementary,76
2022-2023,Henrico County,51087,390,George H. Moody Middle,56
2022-2023,Henrico County,51087,20,Glen Allen Elementary,73
2022-2023,Henrico County,51087,96,Glen Allen High,200
2022-2023,Henrico County,51087,380,Glen Lea Elementary,43
2022-2023,Henrico County,51087,260,Greenwood Elementary,89
2022-2023,Henrico County,51087,420,Harold Macon Ratcliffe Elementary,77
2022-2023,Henrico County,51087,94,Harvie Elementary,97
2022-2023,Henrico County,51087,610,Henrico High,224
2022-2023,Henrico County,51087,83,Henrico Virtual Academy,169
2022-2023,Henrico County,51087,330,Henry D. Ward Elementary,85
2022-2023,Henrico County,51087,670,Hermitage High,267
2022-2023,Henrico County,51087,640,Highland Springs Elementary,76
2022-2023,Henrico County,51087,190,Highland Springs High,355
2022-2023,Henrico County,51087,95,Holman Middle,87
2022-2023,Henrico County,51087,100,Hungary Creek Middle,136
2022-2023,Henrico County,51087,620,Jackson Davis Elementary,76
2022-2023,Henrico County,51087,660,Jacob L. Adams Elementary,60
2022-2023,Henrico County,51087,600,John Randolph Tucker High,217
2022-2023,Henrico County,51087,130,John Rolfe Middle,159
2022-2023,Henrico County,51087,250,L. Douglas Wilder Middle,107
2022-2023,Henrico County,51087,430,Laburnum Elementary,56
2022-2023,Henrico County,51087,370,Lakeside Elementary,70
2022-2023,Henrico County,51087,50,Longdale Elementary,89
2022-2023,Henrico County,51087,490,Maude Trevvett Elementary,51
2022-2023,Henrico County,51087,540,Maybeury Elementary,75
2022-2023,Henrico County,51087,140,Mills E. Godwin High,186
2022-2023,Henrico County,51087,210,Montrose Elementary,35
2022-2023,Henrico County,51087,270,Nuckols Farm Elementary,75
2022-2023,Henrico County,51087,440,Pemberton Elementary,71
2022-2023,Henrico County,51087,570,Pinchbeck Elementary,62
2022-2023,Henrico County,51087,280,Pocahontas Middle,92
2022-2023,Henrico County,51087,690,Quioccasin Middle,151
2022-2023,Henrico County,51087,630,R.C. Longan Elementary,67
2022-2023,Henrico County,51087,90,Ridge Elementary,38
2022-2023,Henrico County,51087,240,Rivers Edge Elementary,55
2022-2023,Henrico County,51087,650,Ruby F. Carver Elementary,66
2022-2023,Henrico County,51087,220,Sandston Elementary,37
2022-2023,Henrico County,51087,550,Seven Pines Elementary,57
2022-2023,Henrico County,51087,710,Shady Grove Elementary,81
2022-2023,Henrico County,51087,60,Short Pump Elementary,59
2022-2023,Henrico County,51087,80,Short Pump Middle,97
2022-2023,Henrico County,51087,480,Skipwith Elementary,63
2022-2023,Henrico County,51087,230,Springfield Park Elementary,87
2022-2023,Henrico County,51087,10,Three Chopt Elementary,44
2022-2023,Henrico County,51087,360,Tuckahoe Elementary,96
2022-2023,Henrico County,51087,520,Tuckahoe Middle,109
2022-2023,Henrico County,51087,310,Twin Hickory Elementary,61
2022-2023,Henrico County,51087,290,Varina Elementary,45
2022-2023,Henrico County,51087,580,Varina High,305
2022-2023,Henry County,51089,361,Axton Elementary,41
2022-2023,Henry County,51089,10,Bassett High,187
2022-2023,Henry County,51089,590,Campbell Court Elementary,41
2022-2023,Henry County,51089,530,Drewry Mason Elementary,59
2022-2023,Henry County,51089,620,Fieldale-Collinsville Middle,126
2022-2023,Henry County,51089,480,G.W. Carver Elementary,87
2022-2023,Henry County,51089,670,Laurel Park Middle,108
2022-2023,Henry County,51089,20,Magna Vista High,152
2022-2023,Henry County,51089,661,Meadow View Elementary,112
2022-2023,Henry County,51089,872,Mount Olivet Elementary,39
2022-2023,Henry County,51089,740,Rich Acres Elementary,47
2022-2023,Henry County,51089,220,Sanville Elementary,34
2022-2023,Henry County,51089,760,Stanleytown Elementary,52
2022-2023,Highland County,51091,110,Highland Elementary,18
2022-2023,Highland County,51091,220,Highland High,12
2022-2023,Hopewell City,51670,110,Carter G. Woodson Middle,170
2022-2023,Hopewell City,51670,40,Dupont Elementary,133
2022-2023,Hopewell City,51670,140,Harry E. James Elementary,110
2022-2023,Hopewell City,51670,120,Hopewell High,182
2022-2023,Hopewell City,51670,70,Patrick Copeland Elementary,97
2022-2023,Hopewell City,51670,151,Woodlawn Pre-School Learning Center,49
2022-2023,Isle of Wight County,51093,421,Carrollton Elementary,86
2022-2023,Isle of Wight County,51093,280,Carrsville Elementary,34
2022-2023,Isle of Wight County,51093,422,Georgie D. Tyler Middle,65
2022-2023,Isle of Wight County,51093,320,Hardy Elementary,67
2022-2023,Isle of Wight County,51093,40,Smithfield High,185
2022-2023,Isle of Wight County,51093,50,Smithfield Middle,96
2022-2023,Isle of Wight County,51093,424,Westside Elementary,128
2022-2023,Isle of Wight County,51093,240,Windsor Elementary,107
2022-2023,Isle of Wight County,51093,250,Windsor High,72
2022-2023,King George County,51099,100,King George Elementary,173
2022-2023,King George County,51099,120,King George High,189
2022-2023,King George County,51099,10,King George Middle,139
2022-2023,King George County,51099,50,Potomac Elementary,90
2022-2023,King George County,51099,221,Sealston Elementary,95
2022-2023,King William County,51101,180,Acquinton Elementary,53
2022-2023,King William County,51101,190,Cool Spring Primary,75
2022-2023,King William County,51101,160,Hamilton Holmes Middle,62
2022-2023,King William County,51101,130,King William High,108
2022-2023,King and Queen County,51097,280,Central High,51
2022-2023,King and Queen County,51097,200,King & Queen Elementary,50
2022-2023,King and Queen County,51097,290,Lawson-Marriott Elementary,58
2022-2023,Lancaster County,51103,310,Lancaster Early Childhood Education Center,<
2022-2023,Lancaster County,51103,10,Lancaster High,66
2022-2023,Lancaster County,51103,110,Lancaster Middle,34
2022-2023,Lancaster County,51103,210,Lancaster Primary,56
2022-2023,Lee County,51105,160,Dryden Elementary,49
2022-2023,Lee County,51105,330,Elk Knob Elementary,42
2022-2023,Lee County,51105,820,Elydale Middle,25
2022-2023,Lee County,51105,630,Flatwoods Elementary,61
2022-2023,Lee County,51105,470,Jonesville Middle,51
2022-2023,Lee County,51105,300,Lee High,113
2022-2023,Lee County,51105,290,Pennington Middle,68
2022-2023,Lee County,51105,670,Rose Hill Elementary,45
2022-2023,Lee County,51105,200,St. Charles Elementary,31
2022-2023,Lee County,51105,880,Thomas Walker High,57
2022-2023,Lexington City,51678,1390,Harrington Waddell Elementary,31
2022-2023,Lexington City,51678,1440,Lylburn Downing Middle,<
2022-2023,Lexington City,51678,22,Rockbridge County High,18
2022-2023,Loudoun County,51107,510,Aldie Elementary,12
2022-2023,Loudoun County,51107,150,Algonkian Elementary,91
2022-2023,Loudoun County,51107,610,Arcola Elementary,73
2022-2023,Loudoun County,51107,170,Ashburn Elementary,72
2022-2023,Loudoun County,51107,220,Ball's Bluff Elementary,51
2022-2023,Loudoun County,51107,650,Banneker Elementary,26
2022-2023,Loudoun County,51107,940,Belmont Ridge Middle,96
2022-2023,Loudoun County,51107,300,Belmont Station Elementary,112
2022-2023,Loudoun County,51107,790,Blue Ridge Middle,132
2022-2023,Loudoun County,51107,1120,Brambleton Middle,128
2022-2023,Loudoun County,51107,420,Briar Woods High,158
2022-2023,Loudoun County,51107,740,Broad Run High,156
2022-2023,Loudoun County,51107,450,Buffalo Trail Elementary,69
2022-2023,Loudoun County,51107,460,Cardinal Ridge Elementary,72
2022-2023,Loudoun County,51107,710,Catoctin Elementary,83
2022-2023,Loudoun County,51107,840,Cedar Lane Elementary,90
2022-2023,Loudoun County,51107,160,Cool Spring Elementary,76
2022-2023,Loudoun County,51107,890,Countryside Elementary,81
2022-2023,Loudoun County,51107,540,Creighton's Corner Elementary,77
2022-2023,Loudoun County,51107,1000,Discovery Elementary,93
2022-2023,Loudoun County,51107,31,Dominion High,182
2022-2023,Loudoun County,51107,470,Dominion Trail Elementary,67
2022-2023,Loudoun County,51107,880,Eagle Ridge Middle,128
2022-2023,Loudoun County,51107,1151,Elaine E. Thompson Elementary,64
2022-2023,Loudoun County,51107,730,Emerick Elementary,49
2022-2023,Loudoun County,51107,190,Evergreen Mill Elementary,80
