Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,"Hepatitis C, acute",State,Virginia,NA,37,0.4
2024,"Hepatitis C, chronic",Locality,Accomack,51001,7,21.1
2024,"Hepatitis C, chronic",Locality,Albemarle,51003,47,40.6
2024,"Hepatitis C, chronic",Locality,Alleghany,51005,10,68.5
2024,"Hepatitis C, chronic",Locality,Amelia,51007,5,37.1
2024,"Hepatitis C, chronic",Locality,Amherst,51009,9,28.7
2024,"Hepatitis C, chronic",Locality,Appomattox,51011,8,47.4
2024,"Hepatitis C, chronic",Locality,Arlington,51013,28,12
2024,"Hepatitis C, chronic",Locality,Augusta,51015,32,40.9
2024,"Hepatitis C, chronic",Locality,Bath,51017,4,98.7
2024,"Hepatitis C, chronic",Locality,Bedford,51019,28,34.3
2024,"Hepatitis C, chronic",Locality,Bland,51021,10,161.8
2024,"Hepatitis C, chronic",Locality,Botetourt,51023,5,14.7
2024,"Hepatitis C, chronic",Locality,Brunswick,51025,35,222.2
2024,"Hepatitis C, chronic",Locality,Buchanan,51027,40,209.6
2024,"Hepatitis C, chronic",Locality,Buckingham,51029,25,147.2
2024,"Hepatitis C, chronic",Locality,Campbell,51031,22,39.8
2024,Ehrlichiosis/Anaplasmosis,Locality,Hanover,51085,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Henrico,51087,2,0.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Henry,51089,3,6
2024,Ehrlichiosis/Anaplasmosis,Locality,Highland,51091,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Isle of Wight,51093,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,James City,51095,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,King and Queen,51097,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,King George,51099,1,3.5
2024,Ehrlichiosis/Anaplasmosis,Locality,King William,51101,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Lancaster,51103,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Lee,51105,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Loudoun,51107,10,2.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Louisa,51109,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Lunenburg,51111,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Madison,51113,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Mathews,51115,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Mecklenburg,51117,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Middlesex,51119,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Montgomery,51121,1,1
2024,Ehrlichiosis/Anaplasmosis,Locality,Nelson,51125,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,New Kent,51127,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Northampton,51131,1,8.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Northumberland,51133,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Nottoway,51135,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Orange,51137,2,5.2
2024,Ehrlichiosis/Anaplasmosis,Locality,Page,51139,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Patrick,51141,3,17.1
2024,Ehrlichiosis/Anaplasmosis,Locality,Pittsylvania,51143,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Powhatan,51145,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Prince Edward,51147,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Prince George,51149,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Prince William,51153,2,0.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Pulaski,51155,2,5.9
2024,Ehrlichiosis/Anaplasmosis,Locality,Rappahannock,51157,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Richmond County,51159,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Roanoke County,51161,3,3.1
2024,Ehrlichiosis/Anaplasmosis,Locality,Rockbridge,51163,5,22.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Rockingham,51165,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Russell,51167,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Scott,51169,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Shenandoah,51171,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Smyth,51173,1,3.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Southampton,51175,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Spotsylvania,51177,2,1.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Stafford,51179,5,3
2024,Ehrlichiosis/Anaplasmosis,Locality,Surry,51181,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Sussex,51183,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Tazewell,51185,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Warren,51187,1,2.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Washington,51191,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Westmoreland,51193,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Wise,51195,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Wythe,51197,1,3.6
2024,Ehrlichiosis/Anaplasmosis,Locality,York,51199,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Alexandria,51510,2,1.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Bristol,51520,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Buena Vista City,51530,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Charlottesville,51540,1,2.2
2024,Ehrlichiosis/Anaplasmosis,Locality,Chesapeake,51550,1,0.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Colonial Heights,51570,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Covington,51580,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Danville,51590,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Emporia,51595,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Fairfax City,51600,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Falls Church,51610,0,0
2024,"Hepatitis C, chronic",Locality,Caroline,51033,16,49
2024,Ehrlichiosis/Anaplasmosis,Locality,Franklin City,51620,0,0
2024,"Hepatitis C, chronic",Locality,Carroll,51035,18,61.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Fredericksburg,51630,0,0
2024,Salmonellosis,Locality,Fredericksburg,51630,4,13.8
2024,Ehrlichiosis/Anaplasmosis,Locality,Galax,51640,1,14.9
2024,"Hepatitis C, chronic",Locality,Charles City,51036,2,30.3
2024,"Hepatitis C, chronic",Locality,Charlotte,51037,6,52.9
2024,Salmonellosis,Locality,Galax,51640,2,29.8
2024,Ehrlichiosis/Anaplasmosis,Locality,Hampton,51650,0,0
2024,"Hepatitis C, chronic",Locality,Chesterfield,51041,192,50
2024,Salmonellosis,Locality,Hampton,51650,16,11.7
2024,Ehrlichiosis/Anaplasmosis,Locality,Harrisonburg,51660,0,0
2024,"Hepatitis C, chronic",Locality,Clarke,51043,8,51.7
2024,Salmonellosis,Locality,Harrisonburg,51660,10,19.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Hopewell,51670,0,0
2024,"Hepatitis C, chronic",Locality,Craig,51045,2,41.3
2024,Salmonellosis,Locality,Hopewell,51670,2,8.8
2024,Ehrlichiosis/Anaplasmosis,Locality,Lexington,51678,1,13.3
2024,"Hepatitis C, chronic",Locality,Culpeper,51047,36,65.5
2024,Salmonellosis,Locality,Lexington,51678,0,0
2024,Ehrlichiosis/Anaplasmosis,Locality,Lynchburg,51680,1,1.3
2024,Salmonellosis,Locality,Lynchburg,51680,8,10.1
2024,"Hepatitis C, chronic",Locality,Cumberland,51049,7,70.9
2024,Ehrlichiosis/Anaplasmosis,Locality,Manassas City,51683,0,0
2024,Salmonellosis,Locality,Manassas City,51683,13,30.4
2024,"Hepatitis C, chronic",Locality,Dickenson,51051,26,190.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Manassas Park,51685,0,0
2024,Salmonellosis,Locality,Manassas Park,51685,3,18.3
2024,"Hepatitis C, chronic",Locality,Dinwiddie,51053,12,42.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Martinsville,51690,1,7.3
2024,Salmonellosis,Locality,Martinsville,51690,2,14.5
2024,"Hepatitis C, chronic",Locality,Essex,51057,6,56.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Newport News,51700,1,0.5
2024,Salmonellosis,Locality,Newport News,51700,21,11.5
2024,"Hepatitis C, chronic",Locality,Fairfax,51059,155,13.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Norfolk,51710,0,0
2024,Salmonellosis,Locality,Norfolk,51710,16,6.9
2024,"Hepatitis C, chronic",Locality,Fauquier,51061,25,33.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Norton,51720,0,0
2024,Salmonellosis,Locality,Norton,51720,1,28.6
2024,"Hepatitis C, chronic",Locality,Floyd,51063,20,127.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Petersburg,51730,0,0
2024,Salmonellosis,Locality,Petersburg,51730,2,6
2024,"Hepatitis C, chronic",Locality,Fluvanna,51065,42,147.6
2024,Ehrlichiosis/Anaplasmosis,Locality,Poquoson,51735,0,0
2024,"Hepatitis C, chronic",Locality,Franklin County,51067,39,70.2
2024,Salmonellosis,Locality,Poquoson,51735,3,23.7
2024,Ehrlichiosis/Anaplasmosis,Locality,Portsmouth,51740,0,0
2024,"Hepatitis C, chronic",Locality,Frederick,51069,50,52.1
2024,Salmonellosis,Locality,Portsmouth,51740,13,13.4
2024,Ehrlichiosis/Anaplasmosis,Locality,Radford,51750,1,5.9
2024,Salmonellosis,Locality,Radford,51750,4,23.6
2024,"Hepatitis C, chronic",Locality,Giles,51071,20,121.5
2024,Ehrlichiosis/Anaplasmosis,Locality,Richmond City,51760,1,0.4
2024,Salmonellosis,Locality,Richmond City,51760,32,14
2024,"Hepatitis C, chronic",Locality,Gloucester,51073,20,49.9
2024,Ehrlichiosis/Anaplasmosis,Locality,Roanoke City,51770,5,5.1
2024,Salmonellosis,Locality,Roanoke City,51770,11,11.3
2024,"Hepatitis C, chronic",Locality,Goochland,51075,6,22.1
2024,Ehrlichiosis/Anaplasmosis,Locality,Salem,51775,0,0
2024,Salmonellosis,Locality,Salem,51775,4,15.6
2024,"Hepatitis C, chronic",Locality,Grayson,51077,17,111.2
2024,Ehrlichiosis/Anaplasmosis,Locality,Staunton,51790,0,0
2024,Salmonellosis,Locality,Staunton,51790,3,11.6
2024,"Hepatitis C, chronic",Locality,Greene,51079,10,46.9
2024,Ehrlichiosis/Anaplasmosis,Locality,Suffolk,51800,1,1
2024,Salmonellosis,Locality,Suffolk,51800,19,18.9
2024,"Hepatitis C, chronic",Locality,Greensville,51081,16,143.7
2024,Ehrlichiosis/Anaplasmosis,Locality,Virginia Beach,51810,2,0.4
2024,Salmonellosis,Locality,Virginia Beach,51810,62,13.7
2024,"Hepatitis C, chronic",Locality,Halifax,51083,19,56.8
2024,Ehrlichiosis/Anaplasmosis,Locality,Waynesboro,51820,0,0
2024,Salmonellosis,Locality,Waynesboro,51820,3,12.9
2024,"Hepatitis C, chronic",Locality,Hanover,51085,46,40.3
2024,Ehrlichiosis/Anaplasmosis,Locality,Williamsburg,51830,1,6.3
2024,Salmonellosis,Locality,Williamsburg,51830,4,25.2
2024,"Hepatitis C, chronic",Locality,Henrico,51087,158,47.2
2024,Salmonellosis,Locality,Winchester,51840,6,21.7
2024,Ehrlichiosis/Anaplasmosis,Locality,Winchester,51840,1,3.6
2024,"Hepatitis C, chronic",Locality,Henry,51089,40,80.5
2024,Salmonellosis,State,Virginia,NA,1562,17.9
2024,Ehrlichiosis/Anaplasmosis,State,Virginia,NA,133,1.5
2024,"Hepatitis C, chronic",Locality,Highland,51091,0,0
2024,Giardiasis,Locality,Accomack,51001,1,3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Accomack,51001,0,0
2024,"Hepatitis C, chronic",Locality,Isle of Wight,51093,10,24.6
2024,Giardiasis,Locality,Albemarle,51003,6,5.2
2024,"Hepatitis C, chronic",Locality,James City,51095,22,26.6
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Albemarle,51003,14,12.1
2024,"Hepatitis C, chronic",Locality,King and Queen,51097,7,104.2
2024,Giardiasis,Locality,Alleghany,51005,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Alleghany,51005,0,0
2024,"Hepatitis C, chronic",Locality,King George,51099,13,45.5
2024,Giardiasis,Locality,Amelia,51007,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Amelia,51007,1,7.4
2024,"Hepatitis C, chronic",Locality,King William,51101,11,57.8
2024,Giardiasis,Locality,Amherst,51009,1,3.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Amherst,51009,0,0
2024,"Hepatitis C, chronic",Locality,Lancaster,51103,5,46
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Appomattox,51011,0,0
2024,Giardiasis,Locality,Appomattox,51011,0,0
2024,"Hepatitis C, chronic",Locality,Lee,51105,54,248.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Arlington,51013,34,14.5
2024,Giardiasis,Locality,Arlington,51013,22,9.4
2024,"Hepatitis C, chronic",Locality,Loudoun,51107,49,11.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Augusta,51015,14,17.9
2024,Giardiasis,Locality,Augusta,51015,5,6.4
2024,"Hepatitis C, chronic",Locality,Louisa,51109,28,68.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Bath,51017,1,24.7
2024,Giardiasis,Locality,Bath,51017,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Bedford,51019,0,0
2024,"Hepatitis C, chronic",Locality,Lunenburg,51111,7,58.1
2024,Giardiasis,Locality,Bedford,51019,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Bland,51021,0,0
2024,"Hepatitis C, chronic",Locality,Madison,51113,3,21.2
2024,Giardiasis,Locality,Bland,51021,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Botetourt,51023,2,5.9
2024,"Hepatitis C, chronic",Locality,Mathews,51115,0,0
2024,Giardiasis,Locality,Botetourt,51023,2,5.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Brunswick,51025,0,0
2024,"Hepatitis C, chronic",Locality,Mecklenburg,51117,14,45.7
2024,Giardiasis,Locality,Brunswick,51025,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Buchanan,51027,1,5.2
2024,"Hepatitis C, chronic",Locality,Middlesex,51119,8,73.2
2024,Giardiasis,Locality,Buchanan,51027,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Buckingham,51029,0,0
2024,"Hepatitis C, chronic",Locality,Montgomery,51121,40,40.5
2024,Giardiasis,Locality,Buckingham,51029,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Campbell,51031,5,9
2024,"Hepatitis C, chronic",Locality,Nelson,51125,5,34
2024,Giardiasis,Locality,Campbell,51031,1,1.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Caroline,51033,2,6.1
2024,"Hepatitis C, chronic",Locality,New Kent,51127,10,38.3
2024,Giardiasis,Locality,Caroline,51033,1,3.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Carroll,51035,2,6.8
2024,"Hepatitis C, chronic",Locality,Northampton,51131,6,49.9
2024,Giardiasis,Locality,Carroll,51035,2,6.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Charles City,51036,0,0
2024,"Hepatitis C, chronic",Locality,Northumberland,51133,3,24.2
2024,Giardiasis,Locality,Charles City,51036,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Charlotte,51037,0,0
2024,"Hepatitis C, chronic",Locality,Nottoway,51135,201,1291.3
2024,Giardiasis,Locality,Charlotte,51037,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Chesterfield,51041,22,5.7
2024,"Hepatitis C, chronic",Locality,Orange,51137,24,62.2
2024,Giardiasis,Locality,Chesterfield,51041,3,0.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Clarke,51043,3,19.4
2024,"Hepatitis C, chronic",Locality,Page,51139,22,92.7
2024,Giardiasis,Locality,Clarke,51043,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Craig,51045,1,20.6
2024,"Hepatitis C, chronic",Locality,Patrick,51141,17,97.1
2024,Giardiasis,Locality,Craig,51045,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Culpeper,51047,11,20
2024,"Hepatitis C, chronic",Locality,Pittsylvania,51143,25,42
2024,Giardiasis,Locality,Culpeper,51047,4,7.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Cumberland,51049,0,0
2024,"Hepatitis C, chronic",Locality,Powhatan,51145,3,9.3
2024,Giardiasis,Locality,Cumberland,51049,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Dickenson,51051,1,7.3
2024,"Hepatitis C, chronic",Locality,Prince Edward,51147,5,22.7
2024,Giardiasis,Locality,Dickenson,51051,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Dinwiddie,51053,1,3.5
2024,"Hepatitis C, chronic",Locality,Prince George,51149,38,88.6
2024,Giardiasis,Locality,Dinwiddie,51053,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Essex,51057,2,18.9
2024,"Hepatitis C, chronic",Locality,Prince William,51153,96,19.6
2024,Giardiasis,Locality,Essex,51057,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Fairfax,51059,117,10.2
2024,"Hepatitis C, chronic",Locality,Pulaski,51155,41,121.8
2024,Giardiasis,Locality,Fairfax,51059,24,2.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Fauquier,51061,12,16
2024,"Hepatitis C, chronic",Locality,Rappahannock,51157,1,13.5
2024,Giardiasis,Locality,Fauquier,51061,2,2.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Floyd,51063,0,0
2024,"Hepatitis C, chronic",Locality,Richmond County,51159,10,108.9
2024,Giardiasis,Locality,Floyd,51063,1,6.4
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Fluvanna,51065,3,10.5
2024,"Hepatitis C, chronic",Locality,Roanoke County,51161,51,52.6
2024,Giardiasis,Locality,Fluvanna,51065,1,3.5
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Franklin County,51067,0,0
2024,"Hepatitis C, chronic",Locality,Rockbridge,51163,9,40.3
2024,Giardiasis,Locality,Franklin County,51067,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Frederick,51069,6,6.3
2024,"Hepatitis C, chronic",Locality,Rockingham,51165,29,33.5
2024,Giardiasis,Locality,Frederick,51069,4,4.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Giles,51071,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Gloucester,51073,1,2.5
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Goochland,51075,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Grayson,51077,2,13.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Greene,51079,1,4.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Greensville,51081,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Halifax,51083,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Hanover,51085,10,8.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Henrico,51087,18,5.4
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Henry,51089,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Highland,51091,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Isle of Wight,51093,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,James City,51095,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,King and Queen,51097,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,King George,51099,2,7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,King William,51101,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Lancaster,51103,1,9.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Lee,51105,2,9.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Loudoun,51107,53,12.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Louisa,51109,3,7.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Lunenburg,51111,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Madison,51113,1,7.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Mathews,51115,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Mecklenburg,51117,1,3.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Middlesex,51119,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Montgomery,51121,3,3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Nelson,51125,2,13.6
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,New Kent,51127,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Northampton,51131,1,8.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Northumberland,51133,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Nottoway,51135,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Orange,51137,5,13
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Page,51139,4,16.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Patrick,51141,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Pittsylvania,51143,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Powhatan,51145,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Prince Edward,51147,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Prince George,51149,1,2.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Prince William,51153,67,13.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Pulaski,51155,1,3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Rappahannock,51157,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Richmond County,51159,2,21.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Roanoke County,51161,7,7.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Rockbridge,51163,4,17.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Rockingham,51165,9,10.4
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Russell,51167,5,19.6
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Scott,51169,4,18.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Shenandoah,51171,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Smyth,51173,2,6.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Southampton,51175,0,0
2024,"Hepatitis C, chronic",Locality,Russell,51167,35,137.4
2024,"Hepatitis C, chronic",Locality,Scott,51169,21,98
2024,"Hepatitis C, chronic",Locality,Shenandoah,51171,21,46.4
2024,"Hepatitis C, chronic",Locality,Smyth,51173,50,171.1
2024,"Hepatitis C, chronic",Locality,Southampton,51175,6,33.4
2024,"Hepatitis C, chronic",Locality,Spotsylvania,51177,44,29.4
2024,"Hepatitis C, chronic",Locality,Stafford,51179,48,29
2024,"Hepatitis C, chronic",Locality,Surry,51181,2,30.3
2024,"Hepatitis C, chronic",Locality,Sussex,51183,12,111.6
2024,"Hepatitis C, chronic",Locality,Tazewell,51185,75,191.7
2024,"Hepatitis C, chronic",Locality,Warren,51187,40,95.6
2024,"Hepatitis C, chronic",Locality,Washington,51191,40,74
2024,"Hepatitis C, chronic",Locality,Westmoreland,51193,14,73.6
2024,"Hepatitis C, chronic",Locality,Wise,51195,37,105.2
2024,"Hepatitis C, chronic",Locality,Wythe,51197,33,117.4
2024,"Hepatitis C, chronic",Locality,York,51199,19,26.8
2024,"Hepatitis C, chronic",Locality,Alexandria,51510,27,17.4
2024,"Hepatitis C, chronic",Locality,Bristol,51520,32,190.4
2024,"Hepatitis C, chronic",Locality,Buena Vista City,51530,0,0
2024,"Hepatitis C, chronic",Locality,Charlottesville,51540,36,80
2024,"Hepatitis C, chronic",Locality,Chesapeake,51550,64,25.2
2024,"Hepatitis C, chronic",Locality,Colonial Heights,51570,14,76.1
2024,"Hepatitis C, chronic",Locality,Covington,51580,7,126.2
2024,"Hepatitis C, chronic",Locality,Danville,51590,19,45.4
2024,"Hepatitis C, chronic",Locality,Emporia,51595,4,73.2
2024,"Hepatitis C, chronic",Locality,Fairfax City,51600,1,4
2024,"Hepatitis C, chronic",Locality,Falls Church,51610,1,6.8
2024,"Hepatitis C, chronic",Locality,Franklin City,51620,9,107.9
2024,"Hepatitis C, chronic",Locality,Fredericksburg,51630,20,69.1
2024,"Hepatitis C, chronic",Locality,Galax,51640,14,208.4
2024,"Hepatitis C, chronic",Locality,Hampton,51650,61,44.5
2024,"Hepatitis C, chronic",Locality,Harrisonburg,51660,48,94
2024,"Hepatitis C, chronic",Locality,Hopewell,51670,20,87.9
2024,"Hepatitis C, chronic",Locality,Lexington,51678,2,26.6
2024,"Hepatitis C, chronic",Locality,Lynchburg,51680,38,47.8
2024,"Hepatitis C, chronic",Locality,Manassas City,51683,8,18.7
2024,"Hepatitis C, chronic",Locality,Manassas Park,51685,3,18.3
2024,"Hepatitis C, chronic",Locality,Martinsville,51690,16,116.3
2024,"Hepatitis C, chronic",Locality,Newport News,51700,105,57.3
2024,"Hepatitis C, chronic",Locality,Norfolk,51710,88,38.1
2024,"Hepatitis C, chronic",Locality,Norton,51720,5,143.2
2024,"Hepatitis C, chronic",Locality,Petersburg,51730,23,69.1
2024,"Hepatitis C, chronic",Locality,Poquoson,51735,3,23.7
2024,"Hepatitis C, chronic",Locality,Portsmouth,51740,76,78.5
2024,"Hepatitis C, chronic",Locality,Radford,51750,17,100.2
2024,"Hepatitis C, chronic",Locality,Richmond City,51760,290,126.5
2024,"Hepatitis C, chronic",Locality,Roanoke City,51770,119,122.5
2024,"Hepatitis C, chronic",Locality,Salem,51775,31,121.1
2024,"Hepatitis C, chronic",Locality,Staunton,51790,26,100.3
2024,"Hepatitis C, chronic",Locality,Suffolk,51800,22,21.9
2024,"Hepatitis C, chronic",Locality,Virginia Beach,51810,121,26.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Spotsylvania,51177,12,8
2024,"Hepatitis C, chronic",Locality,Waynesboro,51820,25,107.8
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Stafford,51179,13,7.9
2024,"Hepatitis C, chronic",Locality,Williamsburg,51830,4,25.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Surry,51181,0,0
2024,"Hepatitis C, chronic",Locality,Winchester,51840,23,83.3
